id,LGD
LN43733642,0.47248468
LN79810258,0.3590249
LN81054190,0.26242772
LN38738946,0.25223193
LN24650503,0.7524047
LN48601111,0.42103454
LN84417407,0.13436419
LN64339631,0.37560213
LN19646691,0.73231417
LN21892556,0.6318923
LN78380718,0.5654762
LN53388677,0.75363266
LN76418280,0.41913185
LN50170717,0.090042695
LN27061851,0.52851325
LN11408888,0.08836211
LN25769507,0.28273278
LN81100497,0.06502002
LN13641995,0.75752693
LN50387894,0.65968096
LN46201128,0.59623075
LN62119916,0.14810535
LN55647736,0.24116234
LN19624928,0.4573446
LN93529915,0.29444763
LN71484502,0.2838613
LN63306188,0.43758658
LN62672718,0.5526595
LN74173256,0.08497974
LN25618471,0.4010719
LN16772553,0.4784717
LN44107875,0.7340308
LN82429221,0.16163042
LN52805002,0.24175617
LN30283089,0.38309523
LN12302599,0.14820458
LN59647680,0.12574378
LN95518298,0.30319494
LN33631139,0.58779943
LN12970654,0.61543524
LN94142419,0.63375247
LN64444613,0.68836117
LN88912490,0.5793508
LN23057299,0.16307305
LN73765941,0.74405396
LN83677698,0.098075815
LN43665379,0.2200895
LN29209944,0.44258633
LN75928651,0.43597862
LN35871483,0.54445094
LN71144041,0.3969774
LN82839787,0.68724626
LN95572469,0.4669096
LN43535095,0.5952715
LN40758191,0.4474559
LN24393365,0.48679277
LN94555020,0.59245664
LN94428231,0.090255715
LN80367620,0.66464865
LN14805725,0.30658376
LN34639247,0.6697607
LN18093905,0.49245667
LN29954217,0.41858602
LN37049588,0.27018645
LN36928680,0.66816646
LN13980706,0.20582531
LN85290510,0.3792911
LN73092771,0.46175122
LN20142739,0.6879428
LN30983041,0.30361038
LN90765406,0.05091804
LN16954786,0.09857853
LN51428378,0.08673583
LN25839612,0.33854386
LN51413268,0.4151163
LN46957778,0.36952314
LN46982235,0.7289954
LN34013112,0.47402903
LN52421708,0.48327285
LN82000700,0.24506661
LN95902076,0.39789233
LN72987478,0.6201243
LN19595628,0.120906785
LN62098575,0.4738109
LN69555272,0.6889125
LN19331419,0.42610314
LN66015135,0.13059768
LN29825265,0.25741127
LN36650757,0.4863235
LN62444662,0.07716585
LN50376262,0.3560464
LN74610850,0.47965991
LN59149721,0.22478983
LN89618439,0.3958487
LN20863291,0.08798767
LN79739162,0.56790596
LN58126324,0.67201215
LN90294324,0.31578112
LN11787907,0.28309536
LN96122011,0.30353484
LN94612797,0.14780423
LN45285465,0.60632503
LN89739194,0.16257413
LN57473072,0.60380554
LN13375282,0.5100174
LN60990942,0.548564
LN68845537,0.649695
LN66190756,0.5070301
LN45190973,0.11282619
LN24912782,0.727102
LN44151833,0.71046764
LN22381337,0.41739875
LN37098732,0.52720046
LN63939742,0.3471861
LN33069558,0.30380616
LN44165564,0.5452512
LN35448878,0.21115094
LN67131150,0.5052276
LN92192075,0.7449096
LN34360862,0.08488435
LN57218534,0.4235229
LN30367822,0.4581283
LN28248589,0.1542033
LN52404743,0.65807277
LN19802764,0.41742513
LN48903210,0.26417863
LN33001231,0.5187817
LN38203126,0.3024043
LN39705241,0.07222334
LN24520208,0.33202642
LN45831214,0.45930776
LN68042045,0.19567767
LN63303795,0.30331683
LN14889234,0.4438362
LN74735335,0.36076325
LN89578153,0.3779002
LN44819088,0.08089921
LN95881269,0.61287934
LN62958285,0.52044785
LN17448825,0.26098958
LN88497843,0.6106135
LN46502006,0.44420534
LN24872522,0.15519024
LN96710690,0.22379792
LN95779148,0.21997559
LN88530352,0.8164356
LN58285857,0.44212967
LN19389726,0.67283887
LN35208244,0.47663933
LN65688404,0.1803646
LN59787304,0.4932843
LN67898236,0.49986914
LN96869638,0.1860519
LN89588586,0.54645395
LN14407263,0.27641314
LN29303020,0.44952184
LN35090929,0.6561891
LN14280283,0.42503303
LN83875090,0.67879224
LN71943771,0.06439222
LN24396780,0.36222178
LN80797325,0.47776464
LN74012861,0.7040188
LN13279453,0.33240518
LN96674140,0.08833022
LN54615884,0.4396192
LN78788523,0.71380526
LN80056044,0.42886806
LN49385826,0.7533731
LN47797038,0.33383775
LN34595803,0.5735918
LN79758430,0.18183514
LN72965972,0.6190081
LN38287386,0.685724
LN59081183,0.10945411
LN11031808,0.68426436
LN84553471,0.577509
LN82019928,0.5462247
LN36339447,0.44809586
LN86247957,0.599244
LN18195050,0.09787932
LN41046795,0.10757579
LN80415816,0.55079794
LN35650569,0.19268368
LN39896739,0.7275827
LN15849186,0.48050335
LN40018390,0.27233312
LN58310416,0.6351563
LN92955624,0.09676476
LN36823829,0.2526406
LN28444733,0.53675145
LN27402100,0.48710588
LN60634378,0.69390047
LN78532083,0.27718022
LN57849165,0.74184626
LN82795907,0.47503635
LN86451135,0.35305396
LN57445614,0.32631677
LN56897357,0.58883125
LN60262690,0.082368985
LN87732032,0.67358553
LN70155687,0.65278554
LN25490940,0.7197406
LN80404198,0.6290029
LN11190260,0.23070937
LN36708975,0.091890484
LN20465583,0.12651159
LN57083674,0.123356
LN52087441,0.4296952
LN63461796,0.44517645
LN55454401,0.53784627
LN61142662,0.66184574
LN32346344,0.6370115
LN51525513,0.3605166
LN75303162,0.4192106
LN36368487,0.57188
LN99390257,0.7583761
LN80612914,0.07409934
LN97234193,0.5270466
LN58573691,0.2110832
LN79915081,0.07903063
LN20576089,0.11693172
LN39239420,0.40092435
LN53510320,0.6071662
LN95296796,0.6035181
LN18915506,0.4918575
LN39906930,0.4767912
LN98870693,0.38987997
LN73084876,0.7134516
LN84961114,0.2935105
LN87150289,0.49891344
LN25547588,0.24142048
LN76034771,0.7132732
LN27757816,0.13732295
LN39939435,0.42077455
LN30356291,0.73123294
LN66620608,0.52139723
LN20656780,0.25007153
LN86834054,0.6294496
LN45478908,0.2980975
LN30740490,0.14532027
LN79247425,0.46307868
LN21432984,0.44930264
LN18995343,0.70625997
LN75295850,0.35601956
LN28308104,0.64826626
LN64203901,0.5432799
LN23094194,0.14885655
LN45525380,0.59001535
LN91507037,0.5884838
LN99549004,0.735728
LN87793961,0.1062575
LN63015852,0.42284524
LN20120323,0.57527256
LN79920669,0.69923806
LN48425942,0.47872862
LN92522492,0.50153357
LN98576480,0.47650114
LN34059260,0.44351962
LN11660405,0.28139207
LN27173440,0.33727536
LN29719799,0.14333887
LN93846355,0.5864312
LN81583858,0.2410104
LN54001184,0.21547256
LN92992141,0.31804717
LN85869005,0.06642985
LN91336536,0.3634592
LN27663151,0.44801626
LN21213302,0.25620347
LN29646491,0.52389914
LN58624362,0.14870486
LN31655242,0.48426065
LN24776671,0.34656832
LN36042685,0.6188842
LN46212159,0.23185073
LN96376198,0.6092063
LN60986516,0.106597096
LN49195376,0.17287308
LN86327396,0.09653812
LN80835889,0.7073758
LN23241492,0.49010602
LN99245332,0.73230666
LN64475966,0.4253587
LN73440697,0.73297757
LN48527368,0.4603028
LN30274711,0.7165975
LN30623557,0.15031825
LN44323939,0.6874742
LN71248364,0.33487073
LN53564109,0.54816985
LN56397041,0.12370505
LN94490993,0.250317
LN40110091,0.4786852
LN26302104,0.11184477
LN63112461,0.11979786
LN52055027,0.6110361
LN72689296,0.66502553
LN37329597,0.5345776
LN25843880,0.68235445
LN63071423,0.57783526
LN31977887,0.13919935
LN38009558,0.25974283
LN48714228,0.4890971
LN12250244,0.66687316
LN27819231,0.5960505
LN40856292,0.45517474
LN30595356,0.5667791
LN87977549,0.44497105
LN15819296,0.42446992
LN42350600,0.42559823
LN75521658,0.42485374
LN98731808,0.7767601
LN95348836,0.56127197
LN57226659,0.36358315
LN90467754,0.33592117
LN60667475,0.4839039
LN27314077,0.11219569
LN29114584,0.42333552
LN89960342,0.65492326
LN77552435,0.05719263
LN10028091,0.6085254
LN93423519,0.66536456
LN87939832,0.44524378
LN55155396,0.2466354
LN69122049,0.43978372
LN89580759,0.5805754
LN75230632,0.65677726
LN20423532,0.7653042
LN44098030,0.62311554
LN27654880,0.6594265
LN29647633,0.38188323
LN48893914,0.17047933
LN77341762,0.11007035
LN51632595,0.51108587
LN81007575,0.42126495
LN67166642,0.29359284
LN81302082,0.70519155
LN67671476,0.40989682
LN80157877,0.40426207
LN31544092,0.1672275
LN29436017,0.49010012
LN26467665,0.27478328
LN49532824,0.6493974
LN74338178,0.18177845
LN64738229,0.4871536
LN50143477,0.78458834
LN18532390,0.44059584
LN11612923,0.20574488
LN88472654,0.43975213
LN85716514,0.16482545
LN17523167,0.570422
LN54447679,0.48155832
LN50277758,0.6766093
LN96949767,0.13190986
LN25171009,0.11604169
LN58288902,0.58058375
LN64710060,0.40446407
LN96240626,0.10358986
LN21904124,0.116575494
LN63027027,0.26052856
LN48160950,0.40415794
LN58417589,0.38561517
LN43660765,0.5711608
LN84420644,0.53672385
LN31311528,0.44609326
LN51382052,0.38834652
LN80640293,0.32881248
LN47989028,0.081163995
LN92195682,0.32151258
LN75211175,0.13131344
LN74293266,0.6299942
LN42712316,0.09451958
LN34076186,0.25789014
LN93173177,0.06616449
LN56179774,0.6506594
LN30771647,0.1304349
LN49260163,0.5756668
LN35751576,0.31596828
LN77278318,0.4148503
LN36958242,0.4401495
LN33537738,0.4951392
LN42421288,0.5834866
LN50308122,0.28535715
LN27651930,0.6888832
LN44064515,0.43868595
LN25549109,0.4268214
LN93353311,0.1716445
LN76321506,0.21809296
LN33870480,0.3607052
LN68404498,0.6252892
LN17322189,0.15357755
LN80069511,0.28834206
LN19547094,0.20018594
LN46293397,0.19078872
LN88170097,0.5424826
LN75660084,0.27659163
LN84059661,0.4367392
LN14620313,0.12626827
LN52058009,0.6843153
LN16867654,0.07941401
LN20161111,0.77372605
LN65846373,0.18280038
LN91407291,0.13393857
LN20151509,0.508726
LN32513675,0.085404634
LN44990227,0.5836778
LN31556406,0.6008122
LN92079688,0.46857125
LN35920070,0.744545
LN84029102,0.73245484
LN39681064,0.25065154
LN32387713,0.58481
LN19838153,0.18283722
LN17704693,0.45168182
LN64183791,0.50967574
LN85414096,0.33168226
LN72383895,0.27780315
LN39130138,0.19171678
LN83874708,0.6908704
LN34062059,0.53162557
LN65171240,0.6516157
LN18778574,0.54992443
LN10681318,0.091635555
LN33179821,0.724721
LN43248027,0.21883385
LN14677646,0.26578113
LN71082879,0.19744125
LN77035554,0.6422712
LN69452279,0.47058508
LN42981282,0.8262551
LN13739103,0.49310285
LN11769696,0.08278983
LN89457374,0.77843255
LN42418758,0.5526445
LN82159385,0.44203824
LN10410240,0.45113227
LN51744221,0.15601924
LN82387025,0.4569057
LN79112465,0.48273286
LN20246380,0.22785288
LN64671822,0.5754828
LN52524566,0.48314998
LN44932112,0.65316725
LN43275306,0.13679709
LN93376622,0.41528416
LN21532791,0.44794062
LN26759282,0.48610076
LN90377870,0.12214145
LN51713475,0.665222
LN67466916,0.79405177
LN37125038,0.6513024
LN36462593,0.71254873
LN40757736,0.47947034
LN88743852,0.4685696
LN53058504,0.2935761
LN71564694,0.65741265
LN58937534,0.10195692
LN47803941,0.77146536
LN13552093,0.65599024
LN68167216,0.63131875
LN75775168,0.652505
LN95964413,0.2431912
LN35607464,0.8020055
LN86233207,0.20987733
LN35336641,0.15062746
LN99143097,0.35338628
LN66147188,0.56005645
LN52530195,0.72717214
LN92664185,0.7824338
LN51909943,0.7153616
LN10686884,0.075892895
LN68214765,0.5956687
LN16934363,0.6620524
LN37300803,0.29317835
LN87006819,0.6667878
LN75979653,0.16099396
LN66841018,0.5799611
LN91632366,0.44295397
LN24320546,0.21244243
LN71223667,0.5113449
LN42628175,0.59805113
LN14216374,0.19286866
LN12894729,0.5225901
LN68392635,0.6371024
LN88615925,0.20684506
LN99570761,0.50605184
LN35296443,0.39460853
LN70879610,0.12413284
LN55992068,0.5563317
LN86455770,0.7281609
LN57081777,0.41796565
LN20647344,0.4484609
LN72446859,0.418153
LN11603658,0.60216033
LN88417926,0.6183375
LN38489033,0.22091235
LN74175803,0.25773174
LN32464278,0.39288306
LN98548658,0.31425354
LN99328438,0.6252818
LN76085128,0.61738276
LN59586853,0.095666476
LN14542168,0.27539608
LN62521921,0.6117105
LN44774100,0.25147703
LN83358154,0.099545956
LN56441870,0.35726082
LN23626621,0.43907204
LN25582185,0.650624
LN28702484,0.53163576
LN95843908,0.60756123
LN47403944,0.81023633
LN31291566,0.20259367
LN53002039,0.44869736
LN56042144,0.5720563
LN93254340,0.10391185
LN25961412,0.41070014
LN59517917,0.26407018
LN55904840,0.79220253
LN87162239,0.5679048
LN67180667,0.28167602
LN99617971,0.3932299
LN23652248,0.7913458
LN75905455,0.41468552
LN90383311,0.7338775
LN34630237,0.08515109
LN90805424,0.43986785
LN24952112,0.29902133
LN44897632,0.36487228
LN98590162,0.123166166
LN72160162,0.15063497
LN46216130,0.82782876
LN25958308,0.09481004
LN50672391,0.32005647
LN42493009,0.7113597
LN18798395,0.81854427
LN59672648,0.27022976
LN79274457,0.6802634
LN21079813,0.4292065
LN12503220,0.6472737
LN58336031,0.61413795
LN74050081,0.6783999
LN94108965,0.7027207
LN40549084,0.6949906
LN85803850,0.6335793
LN52183149,0.07777662
LN93537720,0.37506258
LN13374789,0.25760406
LN90100369,0.6713936
LN58170180,0.085371114
LN67699473,0.39282385
LN71876813,0.7936148
LN16909108,0.695527
LN95314117,0.099910624
LN96852392,0.425386
LN18467214,0.08518303
LN75409941,0.64965874
LN61564435,0.06607875
LN18110005,0.29310456
LN42234881,0.8028841
LN35169172,0.64418066
LN88036483,0.21935795
LN75365976,0.7908624
LN95243397,0.44302186
LN19463431,0.70550716
LN12264590,0.29128718
LN33828552,0.4508555
LN85531532,0.29856822
LN56642200,0.09690887
LN37216354,0.71364707
LN45622190,0.1893968
LN61230359,0.08643746
LN57985967,0.26716074
LN37685571,0.50047654
LN56297600,0.28861487
LN86541699,0.503342
LN96359180,0.34968153
LN57634022,0.24324451
LN16090444,0.76801676
LN76475474,0.065627016
LN62826427,0.54769087
LN37415500,0.31356192
LN83074120,0.19926526
LN83849376,0.18050508
LN42867260,0.6931741
LN15644629,0.4212905
LN69093945,0.75568753
LN12287583,0.14908244
LN29108116,0.63710713
LN23599830,0.6166494
LN43833146,0.5112494
LN94847566,0.4851582
LN92749544,0.41872424
LN25239195,0.07188238
LN39728359,0.2318679
LN32695100,0.78221947
LN11073090,0.28564805
LN34428101,0.39206934
LN11837183,0.14627151
LN41616094,0.43198067
LN27255121,0.335586
LN54269651,0.6032205
LN22398940,0.46728623
LN19945363,0.54075897
LN19745284,0.47602788
LN89991592,0.33237106
LN92961762,0.7260593
LN82867057,0.44716236
LN88150227,0.68427134
LN78385652,0.35540795
LN79502139,0.42156455
LN87218152,0.124315955
LN26639744,0.60691684
LN40041260,0.48930237
LN45410028,0.7969517
LN20466088,0.4561741
LN33612333,0.61050534
LN80633086,0.30123475
LN99334309,0.21671009
LN91300312,0.23321532
LN25611435,0.49732482
LN27940093,0.12766702
LN78800175,0.6333875
LN83189746,0.34343064
LN88545694,0.30013153
LN93183374,0.15208557
LN92749842,0.10005904
LN48642829,0.31417224
LN72761495,0.24075581
LN89049629,0.67301774
LN23119484,0.70290804
LN53974263,0.12562416
LN95031621,0.4677846
LN51404684,0.2685043
LN86837038,0.46133077
LN56061900,0.39222026
LN28824373,0.6721005
LN51080640,0.25368938
LN16344623,0.16917
LN99543428,0.1379228
LN73489017,0.5872823
LN22047169,0.27212644
LN84670357,0.2930394
LN84264575,0.50302774
LN69163012,0.31211045
LN62353497,0.47083473
LN21476610,0.577727
LN57692360,0.36184824
LN36636247,0.0751132
LN30100968,0.7995653
LN86434598,0.2818607
LN28529749,0.48184395
LN87520576,0.52423674
LN74382585,0.44325185
LN85707053,0.575857
LN92062133,0.13066877
LN61722170,0.44216147
LN14982263,0.14094938
LN56121510,0.61061066
LN94519908,0.73496187
LN50872621,0.32745782
LN47559619,0.18481803
LN24749517,0.5613963
LN99252932,0.26622263
LN16386328,0.083140865
LN43780674,0.49453977
LN91088557,0.26607376
LN11265766,0.080146864
LN86097430,0.41815847
LN39699250,0.5629576
LN90292212,0.64055973
LN56877294,0.47397855
LN79079413,0.49817657
LN88018339,0.61920017
LN77527015,0.4847932
LN39087905,0.2753313
LN95666976,0.44905618
LN18206515,0.43765244
LN84141358,0.4150043
LN34218694,0.43169475
LN17901430,0.78802866
LN41359298,0.7340439
LN48700240,0.76149076
LN85267513,0.45126054
LN91727171,0.108400665
LN19655848,0.7225861
LN70004794,0.6802655
LN19320421,0.58706737
LN60281287,0.2459791
LN45236624,0.70062983
LN32810035,0.7062682
LN45171750,0.42193297
LN99814863,0.734927
LN51696767,0.0805205
LN89845274,0.10231443
LN42631393,0.5168786
LN65693754,0.47674638
LN48163112,0.088420466
LN84771296,0.5154122
LN93612882,0.5704507
LN59993650,0.5258985
LN16517662,0.33076802
LN67588139,0.34644365
LN70918856,0.25275806
LN22938746,0.10886665
LN52721499,0.22844698
LN37347069,0.19764473
LN11285432,0.48301837
LN13567049,0.22280039
LN74084982,0.43027171
LN96902116,0.36004448
LN29877888,0.11418876
LN14683896,0.6123438
LN90784912,0.13575208
LN18110616,0.41803646
LN17815103,0.696837
LN24618852,0.6827403
LN60717154,0.4122383
LN83969642,0.77823704
LN80499815,0.43473554
LN22194251,0.5988528
LN31979061,0.5200306
LN87816709,0.6535774
LN24350267,0.16030161
LN95344395,0.25320742
LN72083486,0.489786
LN39538033,0.12506092
LN23078752,0.50577545
LN80981442,0.21158312
LN98642100,0.1431147
LN48519834,0.5238057
LN12810155,0.66466475
LN85219255,0.23837976
LN86687163,0.50754714
LN56113749,0.30640346
LN74661610,0.46212095
LN62672483,0.7656021
LN54920147,0.75772446
LN23111682,0.2039558
LN70480613,0.13598643
LN36496036,0.42533085
LN85434030,0.47971013
LN73869320,0.46831873
LN72353853,0.47138372
LN45013160,0.4612662
LN81962046,0.25870582
LN65450885,0.6808135
LN21513097,0.46776956
LN77904870,0.68176526
LN27968926,0.51883197
LN62340070,0.3215767
LN58590926,0.38456482
LN37484898,0.45867884
LN53321522,0.5359828
LN22453302,0.7197704
LN20896207,0.55258715
LN99210819,0.5206174
LN57269693,0.119648375
LN13443482,0.52157825
LN25126269,0.38126028
LN19337842,0.5860369
LN57051966,0.49103868
LN44387375,0.75825405
LN59562022,0.54965377
LN57897603,0.6444155
LN97140571,0.63476866
LN93521183,0.20469005
LN84530225,0.57224673
LN28888658,0.22986661
LN17550960,0.5715514
LN98027683,0.35461056
LN59154101,0.5209972
LN64320362,0.2472532
LN79316823,0.13095248
LN55619399,0.07094075
LN15419798,0.63448864
LN88634309,0.17850627
LN92969530,0.52763206
LN80547545,0.77563155
LN13539394,0.47720498
LN86337087,0.57749766
LN54786248,0.2812946
LN70539696,0.51265305
LN67399917,0.33506182
LN47002868,0.5218217
LN23513877,0.31560498
LN36804737,0.5126204
LN14361986,0.44030347
LN65557501,0.66647077
LN22569330,0.45204258
LN70042564,0.066519044
LN38131811,0.116699405
LN44233509,0.41687745
LN93241387,0.21348664
LN63401529,0.44993028
LN91877057,0.49090078
LN74311009,0.31681165
LN88842029,0.6255475
LN25208027,0.29643533
LN17931532,0.710112
LN92628805,0.66108465
LN51904078,0.33638254
LN20281736,0.7407827
LN26585222,0.46647024
LN86339998,0.6545731
LN45915625,0.07891627
LN65188303,0.27766502
LN57890118,0.11990829
LN62007100,0.26870888
LN13887957,0.502634
LN33314984,0.35012728
LN28691644,0.5659163
LN71498348,0.26925698
LN22302167,0.10676373
LN16445900,0.3157767
LN67463755,0.16694264
LN68684531,0.18377633
LN67137739,0.36698687
LN13837801,0.122122206
LN71371207,0.10229113
LN38533593,0.4517449
LN93071762,0.21860535
LN18889118,0.39499062
LN69343920,0.49490935
LN69593400,0.5782169
LN95942295,0.454678
LN31227031,0.7746972
LN70029007,0.22161281
LN15944278,0.6765317
LN46730773,0.64181554
LN38614961,0.15641595
LN34875298,0.49889278
LN28313616,0.43827128
LN71530159,0.50734967
LN87500288,0.57725495
LN76523246,0.46150097
LN31425667,0.41204098
LN29212530,0.49744087
LN83391041,0.62629616
LN48672153,0.11508787
LN33312338,0.5553776
LN50907948,0.57159287
LN65406615,0.1409816
LN49821775,0.2781614
LN71267798,0.70453155
LN91816014,0.6843106
LN97818059,0.24981546
LN29661907,0.6777155
LN52692941,0.18646775
LN48507255,0.65205926
LN94122282,0.104478434
LN70567900,0.7466864
LN97387494,0.61520916
LN43845213,0.4242983
LN44624955,0.7010997
LN72592654,0.08050275
LN18047548,0.54184675
LN50864996,0.14453705
LN10849922,0.65531594
LN15480903,0.17448346
LN64516433,0.2979906
LN15845727,0.73893344
LN76155150,0.42770737
LN20164980,0.4560733
LN78864182,0.72431976
LN10045654,0.18840118
LN24946345,0.6326545
LN29868214,0.40899026
LN22661966,0.40511617
LN31448356,0.2406523
LN36387290,0.10056689
LN94866879,0.4568618
LN23740042,0.5260601
LN38340574,0.6771568
LN17553010,0.57611114
LN30191786,0.11093139
LN12763922,0.6367443
LN71420082,0.69752926
LN88495569,0.46395764
LN38300097,0.35714847
LN31791484,0.16639851
LN67089601,0.6877421
LN23306400,0.67414856
LN64707629,0.10135399
LN39603264,0.16414088
LN53220539,0.6149271
LN63412457,0.59403795
LN92671696,0.7837929
LN47199792,0.66744447
LN37652704,0.112459786
LN52040336,0.6468179
LN73572383,0.56397426
LN27018133,0.6326602
LN13018950,0.37786597
LN86935656,0.6405944
LN59547104,0.40189525
LN33522730,0.3896287
LN65421846,0.19127123
LN81902097,0.18936072
LN25930501,0.37901488
LN97031634,0.4439297
LN29507021,0.2734319
LN74674881,0.4263382
LN73135824,0.095004514
LN85550396,0.17778383
LN73880643,0.41249585
LN12215805,0.48091477
LN50142595,0.80900705
LN59696639,0.41440704
LN65579527,0.5320086
LN58156415,0.2637302
LN37358666,0.6060664
LN65391379,0.22341609
LN68272782,0.57155955
LN24159786,0.120816305
LN61552015,0.28561756
LN17752900,0.4219243
LN46991222,0.30153596
LN46770204,0.68768483
LN44862924,0.4757413
LN43674586,0.582495
LN87866450,0.6692132
LN87642753,0.17039286
LN87921362,0.30243304
LN81436524,0.5874447
LN66270089,0.2982158
LN54188423,0.19125462
LN36596156,0.628383
LN33524284,0.17616574
LN76688630,0.71753657
LN19892146,0.41809657
LN48426689,0.6080973
LN65919268,0.1689545
LN97925834,0.26986673
LN14112407,0.44129154
LN20343206,0.19185393
LN39991689,0.14861877
LN90389765,0.5877639
LN94473159,0.58450836
LN56247920,0.537515
LN17010833,0.24737917
LN85131595,0.4624649
LN72658741,0.28553241
LN99345881,0.3478761
LN59568418,0.08508618
LN23491735,0.5746532
LN59202202,0.44019574
LN82794042,0.65680176
LN61179006,0.49978757
LN20779899,0.55379856
LN68226538,0.11906196
LN57485044,0.1722021
LN93281964,0.3655319
LN53602487,0.39918035
LN11019481,0.26710466
LN51045583,0.47862136
LN40553414,0.46395782
LN53215554,0.58658
LN84823579,0.37678432
LN59774695,0.5326708
LN59577649,0.6487404
LN74812611,0.25995183
LN15629005,0.46528903
LN96217095,0.31406143
LN28151418,0.12364155
LN34027689,0.4674769
LN64052148,0.7036708
LN70298874,0.12520905
LN63851649,0.6235432
LN66612474,0.5865389
LN88852888,0.68821156
LN81018523,0.5313025
LN43988164,0.10875767
LN21154857,0.6239297
LN83407438,0.1006959
LN97172081,0.6123547
LN15888840,0.39257407
LN85162535,0.48533818
LN97176698,0.20951277
LN86429748,0.08395833
LN64550444,0.23744239
LN56132880,0.47684488
LN52433715,0.71758455
LN84965032,0.06372698
LN69909199,0.69525003
LN29841306,0.09511879
LN67284657,0.6504509
LN83355927,0.65171355
LN60707727,0.306278
LN72130228,0.4218318
LN33153734,0.3168683
LN32651899,0.4871867
LN32263563,0.44177645
LN38465761,0.6317873
LN33160056,0.18755473
LN76158589,0.5569247
LN68272909,0.44607595
LN77659407,0.0859093
LN39500955,0.4282623
LN32333539,0.6571504
LN80953427,0.19626604
LN27575210,0.09400528
LN39004027,0.5331774
LN15758037,0.69799364
LN95849118,0.4346164
LN96891062,0.15954702
LN74776558,0.07821055
LN14909617,0.7647735
LN73390563,0.45254692
LN20465013,0.53942144
LN19513374,0.32472834
LN95256758,0.4133476
LN33047718,0.73881286
LN11343686,0.5676918
LN48210067,0.082853
LN55399992,0.52956045
LN41357221,0.6333059
LN11081179,0.05310625
LN19338357,0.11051227
LN24701718,0.18451431
LN85204103,0.54436463
LN40670354,0.6506978
LN37689489,0.0890702
LN76404347,0.2672016
LN70121325,0.7618486
LN94533286,0.5275085
LN18045934,0.69527483
LN38261995,0.6155382
LN90247141,0.23118284
LN98804721,0.70062494
LN57358969,0.15265349
LN91821730,0.10029911
LN80823125,0.43361676
LN49612025,0.38532507
LN15165960,0.37057388
LN56983839,0.7448459
LN79921643,0.61761445
LN70310494,0.10380728
LN82801753,0.19371901
LN95592220,0.42923802
LN12596038,0.30876595
LN37826649,0.52083236
LN65249270,0.5274863
LN97230948,0.23946951
LN45502144,0.7386652
LN24441661,0.17624602
LN71288923,0.2781831
LN26898550,0.21026027
LN12039917,0.78048694
LN74368537,0.4346578
LN72973847,0.57611537
LN22513019,0.092756785
LN34461729,0.43482274
LN24355900,0.73783946
LN46640285,0.6631764
LN93610326,0.65001607
LN62918956,0.572087
LN97160938,0.23225825
LN49553155,0.5126961
LN49560529,0.25039262
LN27162574,0.12207351
LN48344328,0.36683148
LN46652055,0.4585223
LN46086640,0.7039057
LN60915583,0.6838296
LN16999996,0.47624478
LN24575387,0.43058765
LN96897211,0.34817436
LN83527114,0.18698111
LN75593926,0.1622342
LN53102099,0.28744113
LN59711320,0.11111536
LN90507306,0.33044
LN71009678,0.6975358
LN39336633,0.458375
LN19625759,0.13724007
LN62414371,0.5934735
LN44958334,0.26078957
LN52544907,0.463058
LN83997494,0.22341508
LN45416624,0.5166031
LN90888477,0.15754743
LN49165184,0.15454938
LN10712488,0.6018186
LN66801491,0.28995174
LN11983550,0.4262266
LN61909081,0.764486
LN96899914,0.17028446
LN36753980,0.16483329
LN92568405,0.22000691
LN87274589,0.52469987
LN45110791,0.52385366
LN87405651,0.33731663
LN62512316,0.06649546
LN39118740,0.115760565
LN82566232,0.5291702
LN67671616,0.34413758
LN11054407,0.40615198
LN92067694,0.48499733
LN99551338,0.59195334
LN65148904,0.48426035
LN38123473,0.26988196
LN43327183,0.7492954
LN78432451,0.59703493
LN13935953,0.37291893
LN86071788,0.63201886
LN75810249,0.7213155
LN77249632,0.2778193
LN76030544,0.1372927
LN62057147,0.64285874
LN66533236,0.7853019
LN68870973,0.32630974
LN32208302,0.4704633
LN35340648,0.12222465
LN14824682,0.6483307
LN75581360,0.3088123
LN84095349,0.47592026
LN35317883,0.4289576
LN64550293,0.6001237
LN44250443,0.69618106
LN95713919,0.06685133
LN50391565,0.116293274
LN90822037,0.29295343
LN78652496,0.3690828
LN25566250,0.476233
LN85296383,0.42540643
LN48728735,0.5164367
LN56693819,0.41727102
LN34517861,0.6384608
LN32371562,0.30484122
LN24453041,0.36600712
LN39213601,0.506478
LN92140311,0.6492698
LN68845357,0.45416248
LN44874258,0.13343579
LN56348934,0.2883192
LN81495119,0.578636
LN89235634,0.5937423
LN58993700,0.22601752
LN30364247,0.61328167
LN32686512,0.67930627
LN66868877,0.281598
LN33463205,0.08128343
LN94117378,0.52658844
LN86420028,0.44706213
LN25079561,0.43844703
LN31358060,0.13129543
LN50161245,0.7375211
LN21847267,0.142831
LN94352922,0.21372263
LN60860771,0.51227736
LN36122805,0.41718087
LN40138596,0.63757265
LN16895085,0.7159373
LN19688470,0.2617909
LN37625316,0.33586177
LN31887479,0.5319597
LN12084033,0.5455885
LN60157450,0.10108372
LN60230814,0.49012208
LN71439010,0.08118588
LN86308516,0.29468197
LN34126571,0.7171816
LN16157115,0.17245845
LN64477604,0.10596249
LN22973048,0.17815194
LN14615417,0.5671295
LN46137734,0.77810043
LN17389878,0.17705889
